symbol,name,sector,industry,market_cap,country
AEL^B,American Equity Investment Life Holding Company Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,Financials,,,United States
AEMC,"Archer Entertainment Media Communications, Inc.",Communication Services,Entertainment,Nano Cap,United States
AEMD,"Aethlon Medical, Inc.",Health Care,Health Care Technology,Nano Cap,United States
AENG,"Advanced Engine Technologies, Inc.",Industrials,,Nano Cap,United States
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,Consumer Discretionary,Internet & Direct Marketing Retail,Micro Cap,United States
AENTW,Alliance Entertainment Holding Corporation Warrants,Consumer Discretionary,Internet & Direct Marketing Retail,Nano Cap,United States
AEO,"American Eagle Outfitters, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap,United States
AEON,AEON Biopharma Inc. Class A Common Stock,Health Care,Biotechnology,Nano Cap,United States
AEP,"American Electric Power Company, Inc.",Utilities,Electric Utilities,Large Cap,United States
AEPPL,"American Electric Power Company, Inc.",Utilities,Electric Utilities,Large Cap,United States
AEPPZ,"American Electric Power Company, Inc.",Utilities,Electric Utilities,Large Cap,United States
AEPT,"American Energy Partners, Inc.",Utilities,Water Utilities,Nano Cap,United States
AERG,"Applied Energetics, Inc.",Industrials,Aerospace & Defense,Micro Cap,United States
AERI,"Aerie Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,Small Cap,United States
AERN,"AER Energy Resources, Inc",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
AERS,"Aerius International, Inc.",Information Technology,Communications Equipment,Nano Cap,United States
AERT,Aeries Technology Inc. Class A Ordinary Share,Financials,,Nano Cap,United States
AERTW,Aeries Technology Inc. Warrant,Financials,Diversified Financial Services,Nano Cap,United States
AES,The AES Corporation,Utilities,Multi-Utilities,Large Cap,United States
AESC,The AES Corporation,Utilities,Multi-Utilities,Large Cap,United States
AESE,Allied Esports Entertainment Inc.,Communication Services,Entertainment,Micro Cap,United States
AESI,Atlas Energy Solutions Inc. Class A Common Stock,Energy,Energy Equipment & Services,Small Cap,United States
AESO,"Atlantic Energy Solutions, Inc.",Industrials,Professional Services,Nano Cap,United States
AESP,Aeon Acquisition I Corp. Class A Ordinary Shares,Financials,Diversified Financial Services,Nano Cap,United States
AESPR,Aeon Acquisition I Corp. Rights,Financials,Diversified Financial Services,Nano Cap,United States
AESPW,Aeon Acquisition I Corp. Warrants,Financials,Diversified Financial Services,Nano Cap,United States
AEVA,"Aeva Technologies, Inc.",Consumer Discretionary,Auto Components,Small Cap,United States
AEVA-WT,"Aeva Technologies, Inc.",Consumer Discretionary,Auto Components,Small Cap,United States
AEVAW,Aeva Technologies Inc. Warrants,Consumer Discretionary,Auto Components,Nano Cap,United States
AEXE,Aim Exploration Inc.,Materials,Metals & Mining,Nano Cap,United States
AEY,"ADDvantage Technologies Group, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
AEYE,"AudioEye, Inc.",Information Technology,Software,Micro Cap,United States
AEZS,Aeterna Zentaris Inc.,Health Care,Biotechnology,Nano Cap,United States
AFAP,"AFA Protective Systems, Inc.",Industrials,Professional Services,Nano Cap,United States
AFAQU,AF Acquisition Corp.,Financials,Diversified Financial Services,,United States
AFB,AllianceBernstein National Municipal Income Fund,Financials,Capital Markets,Nano Cap,United States
AFBA,First Bancorp,Financials,Banks,Small Cap,United States
AFBG,"American Fiber Green Products, Inc.",Industrials,Transportation Infrastructure,Nano Cap,United States
AFBI,"Affinity Bancshares, Inc.",Financials,Banks,Micro Cap,United States
AFCG,"AFC Gamma, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Micro Cap,United States
AFFL,Affiliated Resources Corp,Consumer Discretionary,Auto Components,Nano Cap,United States
AFFN,"Affinity Networks, Inc.",Financials,Diversified Financial Services,Micro Cap,United States
AFFS,"AmTrust Financial Services, Inc.",Financials,Insurance,Mid Cap,United States
AFFU,Affluence Corporation,Communication Services,Diversified Telecommunication Services,Nano Cap,United States
AFFY,"Affymax, Inc.",Health Care,Biotechnology,Nano Cap,United States
AFG,"American Financial Group, Inc.",Financials,Insurance,Large Cap,United States
AFGB,"American Financial Group, Inc.",Financials,Insurance,Small Cap,United States
AFGC,"American Financial Group, Inc.",Financials,Insurance,Small Cap,United States
AFGD,"American Financial Group, Inc.",Financials,Insurance,Small Cap,United States
AFGE,"American Financial Group, Inc.",Financials,Insurance,Small Cap,United States
AFHBL,"Atlas Financial Holdings, Inc.",Financials,Insurance,Nano Cap,United States
AFHIF,"Atlas Financial Holdings, Inc.",Financials,Insurance,Nano Cap,United States
AFI,"Armstrong Flooring, Inc.",Industrials,Building Products,Micro Cap,United States
AFIB,"Acutus Medical, Inc.",Health Care,Health Care Technology,Nano Cap,United States
AFIN,"American Finance Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AFINO,"American Finance Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AFINP,"American Finance Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AFIPA,AMFI Corp.,Financials,Insurance,,United States
AFL,Aflac Incorporated,Financials,Insurance,Large Cap,United States
AFNL,AmFin Financial Corporation,Financials,Banks,,United States
AFPW,AlumiFuel Power Corporation,Materials,Chemicals,Nano Cap,United States
AFRM,"Affirm Holdings, Inc.",Information Technology,IT Services,Large Cap,United States
AFSIA,"AmTrust Financial Services, Inc.",Financials,Insurance,Mid Cap,United States
AFSIB,"AmTrust Financial Services, Inc.",Financials,Insurance,Mid Cap,United States
AFSIC,"AmTrust Financial Services, Inc.",Financials,Insurance,Mid Cap,United States
AFSIM,"AmTrust Financial Services, Inc.",Financials,Insurance,Mid Cap,United States
AFSIP,"AmTrust Financial Services, Inc.",Financials,Insurance,Mid Cap,United States
AFT,Apollo Senior Floating Rate Fund Inc.,Financials,Capital Markets,Nano Cap,United States
AFTC,"Alternative Fuel Technologies, Inc.",Industrials,Machinery,Nano Cap,United States
AFTM,"AfterMaster, Inc.",Communication Services,Entertainment,Nano Cap,United States
AFYG,Affinity Gold Corporation,Materials,Metals & Mining,Nano Cap,United States
AGAC,African Gold Acquisition Corp,Financials,Diversified Financial Services,Nano Cap,United States
AGAC-UN,African Gold Acquisition Corp,Financials,Diversified Financial Services,Small Cap,United States
AGAC-WT,African Gold Acquisition Corp,Financials,Diversified Financial Services,Small Cap,United States
AGACU,African Gold Acquisition Corp,Financials,Diversified Financial Services,Small Cap,United States
AGAE,Allied Gaming & Entertainment Inc. Common Stock,Communication Services,Entertainment,Nano Cap,United States
AGC,Altimeter Growth Corp.,Financials,Diversified Financial Services,Small Cap,United States
AGCB,Altimeter Growth Corp.,Financials,Diversified Financial Services,Small Cap,United States
AGCO,AGCO Corporation,Industrials,Machinery,Mid Cap,United States
AGCUU,Altimeter Growth Corp.,Financials,Diversified Financial Services,Small Cap,United States
AGCWW,Altimeter Growth Corp.,Financials,Diversified Financial Services,Small Cap,United States
AGCZ,Andes Gold Corporation,Materials,Metals & Mining,Nano Cap,United States
AGDY,"Agri Dynamics, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
AGE,"AgeX Therapeutics, Inc.",Health Care,Biotechnology,Nano Cap,United States
AGEN,Agenus Inc.,Health Care,Biotechnology,Micro Cap,United States
AGFS,"AGROFRESH SOLUTIONS, INC.",Consumer Staples,Household Products,Micro Cap,United States
AGFY,Agrify Corporation,Industrials,Professional Services,Micro Cap,United States
AGGI,"Allied Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Nano Cap,United States
AGGL,"AgTech Global International, Inc.",Materials,Construction Materials,Nano Cap,United States
AGGR,Agile Growth Corp.,Financials,Diversified Financial Services,,United States
AGGRU,Agile Growth Corp.,Financials,Diversified Financial Services,,United States
AGGRW,Agile Growth Corp.,Financials,Diversified Financial Services,,United States
AGH,Aureus Greenway Holdings Inc. Common Stock,Consumer Discretionary,"Hotels, Restaurants & Leisure",Micro Cap,United States
AGHC,Aeon Global Health Corp.,Health Care,Biotechnology,Nano Cap,United States
AGIG,Abundia Global Impact Group Inc. Common stock,Energy,"Oil, Gas & Consumable Fuels",Micro Cap,United States
AGIL,AgileThought Inc. Class A Common Stock,Information Technology,Software,Nano Cap,United States
AGILW,AgileThought Inc. Warrant,Information Technology,Software,Nano Cap,United States
AGIN,"American Graphite Technologies, Inc.",Materials,Metals & Mining,Nano Cap,United States
AGIO,"Agios Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap,United States
AGL,"agilon health, inc.",Health Care,Health Care Equipment & Supplies,Micro Cap,United States
AGLE,"Aeglea BioTherapeutics, Inc.",Health Care,Biotechnology,Nano Cap,United States
AGLY,"Agiliti, Inc.",Health Care,Health Care Providers & Services,Small Cap,United States
AGM,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGM-A,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGM-PC,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGM-PD,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGM-PE,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGM-PF,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGMGP,Federal Agricultural Mortgage Corporation,Financials,Consumer Finance,Small Cap,United States
AGNC,AGNC Investment Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
AGNCM,AGNC Investment Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
AGNCN,AGNC Investment Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
AGNCO,AGNC Investment Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
AGNCP,AGNC Investment Corp.,Real Estate,Equity Real Estate Investment Trusts (REITs),Large Cap,United States
AGOL,Andina Gold Corp.,Health Care,Pharmaceuticals,Nano Cap,United States
AGR,"AVANGRID, INC.",Utilities,Electric Utilities,Large Cap,United States
AGRIP,"AgriBank, FCB",Financials,Consumer Finance,Large Cap,United States
AGRX,"Agile Therapeutics, Inc.",Health Care,Pharmaceuticals,Nano Cap,United States
AGS,"PlayAGS, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap,United States
AGSO,"AgriSolar Solutions, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Nano Cap,United States
AGTC,Applied Genetic Technologies Corporation,Health Care,Biotechnology,Micro Cap,United States
AGTI,"Agiliti, Inc.",Health Care,Health Care Providers & Services,Small Cap,United States
AGTK,"Agritek Holdings, Inc.",Real Estate,Real Estate Management & Development,Nano Cap,United States
AGTT,"Angstrom Technologies, Inc.",Materials,Chemicals,Nano Cap,United States
AGTX,Agentix Corp.,Health Care,Biotechnology,Nano Cap,United States
AGX,"Argan, Inc.",Industrials,Construction & Engineering,Mid Cap,United States
AGXXF,Agilyx AS,Industrials,Transportation Infrastructure,Small Cap,United States
AGYP,Allied Energy Corporation,Materials,Construction Materials,,United States
AGYS,"Agilysys, Inc.",Information Technology,Software,Mid Cap,United States
AHAC,Alpha Healthcare Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
AHACU,Alpha Healthcare Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
AHACW,Alpha Healthcare Acquisition Corp.,Financials,Diversified Financial Services,Micro Cap,United States
AHAG,"Alpha Technologies Group, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Nano Cap,United States
AHAHF,Design Milk Co Limited,Consumer Discretionary,Internet & Direct Marketing Retail,Nano Cap,United States
AHC,A.H. Belo Corporation,Communication Services,Diversified Telecommunication Services,Micro Cap,United States
AHCO,AdaptHealth Corp.,Health Care,Health Care Technology,Small Cap,United States
AHFD,"Active Health Foods, Inc.",Consumer Staples,Food & Staples Retailing,Nano Cap,United States
AHFI,"Absolute Health and Fitness, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Nano Cap,United States
AHH,"Armada Hoffler Properties, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHH-PA,"Armada Hoffler Properties, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHH^A,Armada Hoffler Properties Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock,Real Estate,,,United States
AHII,American Heritage International Inc.,Consumer Staples,Tobacco,Nano Cap,United States
AHIX,"Aluf Holdings, Inc.",Information Technology,Software,Nano Cap,United States
AHNR,Athena Gold Corporation,Materials,Metals & Mining,Nano Cap,United States
AHPI,"Allied Healthcare Products, Inc.",Health Care,Health Care Technology,Nano Cap,United States
AHROQ,AtheroNova Inc.,Health Care,Biotechnology,Nano Cap,United States
AHRT,AH Realty Trust Inc. Common Stock,Real Estate,Real Estate Management & Development,Small Cap,United States
AHT,"Ashford Hospitality Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Nano Cap,United States
AHT-PD,"Ashford Hospitality Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHT-PF,"Ashford Hospitality Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHT-PG,"Ashford Hospitality Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHT-PH,"Ashford Hospitality Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHT-PI,"Ashford Hospitality Trust, Inc.",Real Estate,Equity Real Estate Investment Trusts (REITs),Small Cap,United States
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,Real Estate,,,United States
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,Real Estate,,,United States
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,Real Estate,,,United States
